url,handle,status,changed,title,error
https://mamapack.pl/products/b-o-823-m-silikonowe-oslonki-na-piersi-natural-nursing,b-o-823-m-silikonowe-oslonki-na-piersi-natural-nursing,200,False,b.o.823 - Silikonowe osłonki na piersi Natural Nursing – mamapack,
https://mamapack.pl/products/b-o-kocyk-bambusowy-dzianina,b-o-kocyk-bambusowy-dzianina,200,False,b.o.1673 - Kocyk Bambusowy - Dzianina – mamapack,
https://mamapack.pl/products/babyono-zestaw-wyprawkowy-dla-mamy-5-produktow,babyono-zestaw-wyprawkowy-dla-mamy-5-produktow,200,False,Babyono - Zestaw Wyprawkowy dla mamy - 5 produktów – mamapack,
https://mamapack.pl/products/bambino-3w1-chusteczki-emolientowe-hipoalergiczne-dla-niemowlat-dzieci-57-szt,bambino-3w1-chusteczki-emolientowe-hipoalergiczne-dla-niemowlat-dzieci-57-szt,200,False,Bambino 3w1 - Chusteczki emolientowe hipoalergiczne – mamapack,
https://mamapack.pl/products/bambino-83649-krem-pielegnacyjny-z-pantenolem-200ml,bambino-83649-krem-pielegnacyjny-z-pantenolem-200ml,200,False,Bambino 83649 - Krem pielęgnacyjny z D-Pantenolem – mamapack,
https://mamapack.pl/products/bambino-83671-zel-do-mycia-ciala-i-wlosow-2w1-400ml,bambino-83671-zel-do-mycia-ciala-i-wlosow-2w1-400ml,200,False,Bambino 83671 - Żel do mycia ciała i włosów - 2w1 – mamapack,
https://mamapack.pl/products/bamboolove-bambusowe-chusteczki-nawilzan-e-60szt,bamboolove-bambusowe-chusteczki-nawilzan-e-60szt,200,False,Bamboolove - Chusteczki nawilżane - Bambusowe - 60 szt – mamapack,
https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-r-xs-27szt,bamboolove-pieluszki-jednorazowe-r-xs-27szt,200,False,Bamboolove - Pieluszki - Rozmiar Xs - 27 szt – mamapack,
https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-rozm-m-24szt,bamboolove-pieluszki-jednorazowe-rozm-m-24szt,200,False,Bamboolove - Pieluszki - Rozmiar M - 24 szt – mamapack,
https://mamapack.pl/products/bamboolove-pieluszki-jednorazowe-rozm-s-25szt,bamboolove-pieluszki-jednorazowe-rozm-s-25szt,200,False,Bamboolove - Pieluszki - Rozmiar S - 25 szt – mamapack,
https://mamapack.pl/products/bella-baby-happy-chusteczki-nasaczone-wit-e-i-alantoina-64-szt,bella-baby-happy-chusteczki-nasaczone-wit-e-i-alantoina-64-szt,200,False,Bella Baby Happy Chusteczki nasączone - wit.E i – mamapack,
https://mamapack.pl/products/bella-chusteczki-do-higieny-intymnej-sensitiv-10-szt,bella-chusteczki-do-higieny-intymnej-sensitiv-10-szt,200,False,Bella chusteczki do higieny intymnej Sensitiv - 10 szt – mamapack,
https://mamapack.pl/products/bella-happy-before-newborn-a-46szt-pieluszki-dla-wczesniakow,bella-happy-before-newborn-a-46szt-pieluszki-dla-wczesniakow,200,False,Bella Happy 0 Before Newborn - Pieluszki dla – mamapack,
https://mamapack.pl/products/bella-newborn-a-42szt-pieluszki-hig-2-5-kg,bella-newborn-a-42szt-pieluszki-hig-2-5-kg,200,False,Bella Baby Happy Newborn- pieluszki - 2-5kg - 42 szt – mamapack,
https://mamapack.pl/products/bella-patyczki-a-56-szt-baby-happy-papierowe-patyczki,bella-patyczki-a-56-szt-baby-happy-papierowe-patyczki,200,False,Bella Baby Happy Papierowe Patyczki Higieniczne 56szt – mamapack,
https://mamapack.pl/products/bella-podkl-a-5szt-hig-40x60-seni-soft-super,bella-podkl-a-5szt-hig-40x60-seni-soft-super,200,False,Seni Soft Super - Podkłady higieniczne 40x60cm – mamapack,
https://mamapack.pl/products/bella-podklad-higieniczny-mamma-34x11-cm-z-folia-10-szt,bella-podklad-higieniczny-mamma-34x11-cm-z-folia-10-szt,200,False,Bella - Podkład higieniczny Mamma – mamapack,
https://mamapack.pl/products/bella-wkladki-laktacyjne-mamma-30-szt,bella-wkladki-laktacyjne-mamma-30-szt,200,False,Bella - Wkładki laktacyjne Mamma - 30 szt – mamapack,
https://mamapack.pl/products/bialy-jelen-emulsja-intymna-kozie-mleko-141700,bialy-jelen-emulsja-intymna-kozie-mleko-141700,200,False,Biały Jeleń hipoalergiczna emulsja do Higieny – mamapack,
https://mamapack.pl/products/bialy-jelen-emulsja-intymna-szalwia-i-ogorek-265ml-141274,bialy-jelen-emulsja-intymna-szalwia-i-ogorek-265ml-141274,200,False,Biały Jeleń Premium Hipoalergiczna emulsja do Higieny – mamapack,
https://mamapack.pl/products/bibs-1001000231-smoczek-anatomiczny-kauczuk-0-baby-blue-1-szt,bibs-1001000231-smoczek-anatomiczny-kauczuk-0-baby-blue-1-szt,200,False,BIBS - Smoczek anatomiczny - - - Baby Blue - 1 szt – mamapack,
https://mamapack.pl/products/bibs-1001000244-smoczek-anatomiczny-kauczuk-0-rozowy-1-szt,bibs-1001000244-smoczek-anatomiczny-kauczuk-0-rozowy-1-szt,200,False,BIBS - Smoczek anatomiczny - - - Różowy - 1 szt – mamapack,
https://mamapack.pl/products/bibs-butelka-silikon-sredni-przeplyw-270-ml-kosc,bibs-butelka-silikon-sredni-przeplyw-270-ml-kosc,200,False,BIBS - Butelka - - Średni Przepływ - - Kość Słoniowa – mamapack,
https://mamapack.pl/products/bibs-liberty-smoczek-uspokajajacy-2-pak-latex-rozowy,bibs-liberty-smoczek-uspokajajacy-2-pak-latex-rozowy,200,False,BIBS Liberty - Smoczek uspokajający - - latex - Różowy – mamapack,
https://mamapack.pl/products/bibs-smoczek-anatomiczny-kauczuk-0-ivory-1-szt,bibs-smoczek-anatomiczny-kauczuk-0-ivory-1-szt,200,False,BIBS - Smoczek anatomiczny - - - Ivory - 1 szt – mamapack,
https://mamapack.pl/products/bibs-smoczek-anatomiczny-kauczuk-0-vanilla-1-szt,bibs-smoczek-anatomiczny-kauczuk-0-vanilla-1-szt,200,False,BIBS - Smoczek anatomiczny - - - Vanilla - 1 szt – mamapack,
https://mamapack.pl/products/bibs-smoczek-kauczuk-szalwia,bibs-smoczek-kauczuk-szalwia,200,False,BIBS - Smoczek - kauczuk - Szałwia – mamapack,
https://mamapack.pl/products/bibs-studio-smoczek-uspokajajacy-2-pak-latex-baby,bibs-studio-smoczek-uspokajajacy-2-pak-latex-baby,200,True,BIBS Studio smoczek Baby Blue/Dusty Blue 2-pak – mamapack,
https://mamapack.pl/products/bibs-studio-smoczek-uspokajajacy-okragly-2-pak-latex-baby-blue-dusty-blue-copy,bibs-studio-smoczek-uspokajajacy-okragly-2-pak-latex-baby-blue-dusty-blue-copy,200,True,BIBS smoczek symetryczny Ivory/Blush 2-pak – mamapack,
https://mamapack.pl/products/bibs-studio-smoczek-uspokajajacy-okragly-2-pak-latex-baby-blue-dusty-blue-copy-1,bibs-studio-smoczek-uspokajajacy-okragly-2-pak-latex-baby-blue-dusty-blue-copy-1,200,True,BIBS Studio - Smoczek uspokajający – mamapack,
https://mamapack.pl/products/bibs-supreme-160336-smoczek-uspokajajacy-silikon-0-vanilla-dark-oak-2-szt,bibs-supreme-160336-smoczek-uspokajajacy-silikon-0-vanilla-dark-oak-2-szt,200,False,BIBS Supreme (160336) - Smoczek uspokajający – mamapack,
https://mamapack.pl/products/biustonosz-sportowy-do-karmienia-doctor-nap,biustonosz-sportowy-do-karmienia-doctor-nap,200,False,Biustonosz sportowy do karmienia Doctor Nap – mamapack,
https://mamapack.pl/products/bocioland-bl151-podklad-jenorazowy-60x90-cm-op-10-szt,bocioland-bl151-podklad-jenorazowy-60x90-cm-op-10-szt,200,False,Bocioland - Podkład Jednorazowy - 60x90cm - 10 szt – mamapack,
https://mamapack.pl/products/canpol-1-500-ekologiczny-plyn-do-mycia-smoczkow-i-butelek-500-ml,canpol-1-500-ekologiczny-plyn-do-mycia-smoczkow-i-butelek-500-ml,200,False,CANPOL 1/500 - Ekologiczny Płyn do mycia smoczków i – mamapack,
https://mamapack.pl/products/canpol-1-653-wkladki-laktacyjne-30-szt,canpol-1-653-wkladki-laktacyjne-30-szt,200,False,CANPOL 1/653 - Wkładki laktacyjne - 30 szt – mamapack,
https://mamapack.pl/products/canpol-1-658-suche-chusteczki-bambusowe-dla-niemowlat-100-szt,canpol-1-658-suche-chusteczki-bambusowe-dla-niemowlat-100-szt,200,False,CANPOL 1/658 - Suche Chusteczki Bambusowe dla – mamapack,
https://mamapack.pl/products/canpol-1-661-reczniki-bambusowe-dla-niemowlat-i-dzieci-20x20cm-120szt,canpol-1-661-reczniki-bambusowe-dla-niemowlat-i-dzieci-20x20cm-120szt,200,False,CANPOL 1/661 - Ręczniki bambusowe dla niemowląt i – mamapack,
https://mamapack.pl/products/canpol-12-216-laktator-reczny-basic-light,canpol-12-216-laktator-reczny-basic-light,200,False,CANPOL 12/216 - Laktator - Ręczny - Basic light – mamapack,
https://mamapack.pl/products/canpol-14-000-masc-lanolinowa-do-brodawek-sutkowych-7-g,canpol-14-000-masc-lanolinowa-do-brodawek-sutkowych-7-g,200,False,CANPOL 14/000 - Maść lanolinowa – mamapack,
https://mamapack.pl/products/canpol-16-000-majtki-dla-kobiet-w-ciazy-i-po-porodzie-2-szt-s-m,canpol-16-000-majtki-dla-kobiet-w-ciazy-i-po-porodzie-2-szt-s-m,200,False,CANPOL 16/000(1) - Majtki dla kobiet w ciąży i po – mamapack,
https://mamapack.pl/products/canpol-2-118-gruszka-do-nosa,canpol-2-118-gruszka-do-nosa,200,False,CANPOL 2/118 - Gruszka do nosa – mamapack,
https://mamapack.pl/products/canpol-2-417-szczotka-grzebien-do-wlosow-miekka-goose,canpol-2-417-szczotka-grzebien-do-wlosow-miekka-goose,200,False,CANPOL 2/417 - Szczotka + grzebień do włosów - - Goose – mamapack,
https://mamapack.pl/products/canpol-2-424-szczotka-grzebien-do-wlosow-miekka-biala,canpol-2-424-szczotka-grzebien-do-wlosow-miekka-biala,200,False,CANPOL 2/424 - Szczotka + grzebień do włosów - - Biała – mamapack,
https://mamapack.pl/products/canpol-2-424-szczotka-grzebien-do-wlosow-miekka-niebieska,canpol-2-424-szczotka-grzebien-do-wlosow-miekka-niebieska,200,True,Canpol 2/424 szczotka i grzebie? niebieska – mamapack,
