created_at,menu_id,menu_handle,changed_item_title,old_url,new_url,new_resource_id
2026-05-02T19:23:03,gid://shopify/Menu/239476080973,main-menu,Gotowe torby,/pages/gotowe-torby,/collections/gotowe-torby-do-szpitala,gid://shopify/Collection/660530626893
