created_at,collection_id,title,handle,published_at_before,published_at_after,published_scope,products_count
2026-05-02T19:20:56,660530626893,Gotowe torby do szpitala,gotowe-torby-do-szpitala,,2026-05-02T18:20:56+02:00,web,12
