created_at,deleted_redirect_id,redirects_before_count,redirects_after_count,collection_handle,collection_title
2026-05-02T19:10:01,gid://shopify/UrlRedirect/1028415160653,1,0,wanienki-dla-dzieci,Wanienki dla dzieci
