legacy_id,title,old_handle,new_handle,redirect_path,redirect_target,success
10517866021197,Torba do szpitala dla MAMY – gotowa wyprawka ROZSZERZONA,bundle-product-14,torba-do-szpitala-mamy-gotowa-wyprawka-rozszerzona,/products/bundle-product-14,/products/torba-do-szpitala-mamy-gotowa-wyprawka-rozszerzona,True
10517867528525,Torba do szpitala dla MAMY – gotowa wyprawka KOMPLETNA,bundle-product-15,torba-do-szpitala-mamy-gotowa-wyprawka-kompletna,/products/bundle-product-15,/products/torba-do-szpitala-mamy-gotowa-wyprawka-kompletna,True
10517869068621,Torba do szpitala dla MAMY – gotowa wyprawka Premium,bundle-product-16,torba-do-szpitala-mamy-gotowa-wyprawka-premium,/products/bundle-product-16,/products/torba-do-szpitala-mamy-gotowa-wyprawka-premium,True
10526795039053,Torba do szpitala dla MAMY – gotowa wyprawka PODSTAWOWA,bundle-product-13,torba-do-szpitala-mamy-gotowa-wyprawka-podstawowa,/products/bundle-product-13,/products/torba-do-szpitala-mamy-gotowa-wyprawka-podstawowa,True
10537603203405,Torba do szpitala dla noworodka - gotowa wyprawka PREMIUM,bundle-product-21,torba-do-szpitala-noworodka-gotowa-wyprawka-premium,/products/bundle-product-21,/products/torba-do-szpitala-noworodka-gotowa-wyprawka-premium,True
