legacy_id,product_id,title,old_handle,new_handle,old_path,new_path,seo_title,seo_description
10517866021197,gid://shopify/Product/10517866021197,Torba do szpitala dla MAMY – gotowa wyprawka ROZSZERZONA,bundle-product-14,torba-do-szpitala-mamy-gotowa-wyprawka-rozszerzona,/products/bundle-product-14,/products/torba-do-szpitala-mamy-gotowa-wyprawka-rozszerzona,Torba do szpitala dla Mamy – wyprawka Rozszerzona – mamapack,Torba do szpitala dla Mamy – gotowa wyprawka Rozszerzona. Zestaw Rozszerzony (dla mamy) – 15 produktów MamaPack to wygodny sposób na skompletowanie
10517867528525,gid://shopify/Product/10517867528525,Torba do szpitala dla MAMY – gotowa wyprawka KOMPLETNA,bundle-product-15,torba-do-szpitala-mamy-gotowa-wyprawka-kompletna,/products/bundle-product-15,/products/torba-do-szpitala-mamy-gotowa-wyprawka-kompletna,Torba do szpitala dla Mamy – gotowa wyprawka Kompletna – mamapack,Torba do szpitala dla Mamy – gotowa wyprawka Kompletna. Zestaw Kompletny (dla mamy) – 18 produktów MamaPack to wygodny sposób na skompletowanie zestawu w
10517869068621,gid://shopify/Product/10517869068621,Torba do szpitala dla MAMY – gotowa wyprawka Premium,bundle-product-16,torba-do-szpitala-mamy-gotowa-wyprawka-premium,/products/bundle-product-16,/products/torba-do-szpitala-mamy-gotowa-wyprawka-premium,Torba do szpitala dla Mamy – gotowa wyprawka Premium – mamapack,Torba do szpitala dla Mamy – gotowa wyprawka Premium. Zestaw Premium (dla mamy) – 21 produktów MamaPack to wygodny sposób na skompletowanie zestawu w
10526795039053,gid://shopify/Product/10526795039053,Torba do szpitala dla MAMY – gotowa wyprawka PODSTAWOWA,bundle-product-13,torba-do-szpitala-mamy-gotowa-wyprawka-podstawowa,/products/bundle-product-13,/products/torba-do-szpitala-mamy-gotowa-wyprawka-podstawowa,Torba do szpitala dla Mamy – wyprawka Podstawowa – mamapack,Torba do szpitala dla Mamy – gotowa wyprawka Podstawowa. Zestaw Podstawowy (dla mamy) – 11 produktów MamaPack to wygodny sposób na skompletowanie zestawu
10537603203405,gid://shopify/Product/10537603203405,Torba do szpitala dla noworodka - gotowa wyprawka PREMIUM,bundle-product-21,torba-do-szpitala-noworodka-gotowa-wyprawka-premium,/products/bundle-product-21,/products/torba-do-szpitala-noworodka-gotowa-wyprawka-premium,Torba do szpitala dla noworodka - wyprawka Premium – mamapack,"Torba do szpitala dla noworodka - gotowa wyprawka Premium. Dzięki temu dopasujemy kolor wybranych elementów, takich jak smoczek, pieluszki/pieluchy oraz"
